geneName	baseMean	log2FC	lfcSE	stat	pvalue	padj
Tsnax	17767.64389	0.419736414	0.07049607	5.954039921	2.62E-09	4.79E-08
Pth1r	1.667557225	-0.123147406	0.186113197	-0.661680138	0.508176236	0.999630442
A930036K24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
2810454H06Rik	34.83859282	0.110676392	0.276816999	0.399817902	0.689290644	0.999630442
Gm19287	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dnm2	10742.2035	-0.011829209	0.068639264	-0.172338805	0.863171178	0.999630442
Ppp3r1	19619.08038	0.145453195	0.069724108	2.086124841	0.036967316	0.165650455
Acaca	3740.284295	-0.078209403	0.093630439	-0.835298902	0.403549436	0.993745812
Slc16a3	18606.30936	0.090891819	0.080609796	1.127553015	0.259508739	0.750400587
Gm16343	2.033076002	0.002348356	0.197376097	0.011897872	0.990507096	0.999630442
Gm28373	4.04138453	0.059361022	0.247867752	0.23948667	0.810728232	0.999630442
Nceh1	1267.507312	-0.387179378	0.096441197	-4.014667898	5.95E-05	0.000579746
Enpp6	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930442J19Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm38244	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm9791	442.4360826	0.700603181	0.128287379	5.461201148	4.73E-08	7.51E-07
Zfp866	1628.805702	0.18723962	0.085836381	2.181354999	0.029157169	0.135570003
Rps18-ps1	401.1598946	0.298597711	0.146974231	2.031633093	0.042190814	0.184815362
Yipf3	2301.096811	-0.060927834	0.081181317	-0.750515463	0.452944314	0.999630442
Gm43461	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
Gm5455	310.232747	-0.228935697	0.144594713	-1.583292308	0.113354855	0.404757621
Gm38169	1.316215721	-0.058204939	0.170181512	-0.342016816	0.732338237	0.999630442
Gm23182	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
2410006H16Rik	10327.33877	0.243515768	0.066017136	3.688675161	0.000225425	0.001971564
Ninl	1798.753657	0.583244706	0.086892848	6.712229163	1.92E-11	4.34E-10
Zfp185	52.45312773	-0.608452735	0.257287312	-2.36487657	0.018036081	0.091257283
Fndc10	244.4140149	0.451766198	0.161107408	2.804130509	0.005045248	0.030924898
Gm13986	1.358421472	-0.063827778	0.171806457	-0.371509774	0.710257878	0.999630442
Top2b	30174.59067	0.182217482	0.064866361	2.809121397	0.004967691	0.03049716
Pld4	42.79412217	-1.495826048	0.273482315	-5.469553118	4.51E-08	7.18E-07
Usp21	4371.334679	0.456973987	0.081743946	5.59030986	2.27E-08	3.71E-07
Tbc1d2	29.3068915	0.0473557	0.284043149	0.166720092	0.867590295	0.999630442
Atp7a	570.1200505	-0.291798349	0.122798194	-2.376243007	0.01748994	0.089195217
Tspan10	6.775447683	-0.769255866	0.272082978	-2.827284063	0.004694466	0.029066486
Gm15938	8.360185252	-0.10784677	0.283253168	-0.380743385	0.703393673	0.999630442
Klhdc4	4050.650007	0.097245382	0.07622971	1.275688727	0.202065575	0.627376681
Cerkl	43.05027883	0.014743492	0.267593854	0.055096527	0.956061563	0.999630442
Coa3	5093.759487	0.045191422	0.073667274	0.613453165	0.539576742	0.999630442
6030442K20Rik	40.35103372	-0.122270669	0.267168344	-0.457654027	0.647201022	0.999630442
Pias4	2949.588547	0.180707879	0.08530549	2.118361658	0.03414445	0.155131676
Ly6g6e	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nutf2-ps2	10.40236173	-0.062452112	0.293719872	-0.212624742	0.831619671	0.999630442
Mpl	1.529865352	0.034702625	0.180403969	0.192360653	0.847459711	0.999630442
4930558J18Rik	714.5477602	0.320815665	0.106910718	3.00078112	0.002692881	0.017970284
Gm12193	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Gm17035	1.818972424	-0.149482963	0.191553886	-0.780370298	0.435172946	0.999630442
Qtrt1	4735.7826	0.192604878	0.074906084	2.571284825	0.010132196	0.056184843
Adamts14	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Prxl2b	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
C1qtnf4	58.74067595	1.336188393	0.257837533	5.182288151	2.19E-07	3.19E-06
Gm26147	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Nt5c3	23615.5188	-0.43351056	0.067939382	-6.380843421	1.76E-10	3.67E-09
Gm29560	17.64519394	0.526917965	0.298471773	1.76538625	0.077498873	0.300167954
Fam221b	19.40058202	0.163173876	0.297207447	0.549023512	0.582989315	0.999630442
C030013C21Rik	1.703911569	-0.062272379	0.185607823	-0.33550514	0.737244068	0.999630442
Dnah1	2.644588205	-0.161319766	0.216677677	-0.744514933	0.456565011	0.999630442
Gm12743	40.80365112	0.053785792	0.26837515	0.200412713	0.841157818	0.999630442
Zfp579	1.703911569	-0.062272379	0.185607823	-0.33550514	0.737244068	0.999630442
Zfp683	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tmbim7	3.004421874	-0.21996639	0.226173713	-0.972555066	0.330774484	0.878276273
Gm7129	8.688091854	-0.188484002	0.288505679	-0.653311238	0.513555649	0.999630442
Gm11874	1.843623952	0.033068866	0.193096709	0.171255463	0.864022899	0.999630442
Igkv4-74	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Eda2r	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm23908	8.435262286	-0.379582293	0.28653645	-1.324726029	0.185262037	0.589695411
Clcn3	11609.05831	-0.171531793	0.066806573	-2.567588589	0.010240862	0.05668938
Hs1bp3	1613.271349	-0.628751512	0.085107171	-7.38776182	1.49E-13	4.03E-12
Bclaf3	1330.98022	0.030253012	0.088912146	0.340257354	0.73366273	0.999630442
Ubac2	3319.62745	-0.246838612	0.077741923	-3.175103007	0.001497833	0.010699643
Cabp1	106.2927892	-0.42093697	0.215537387	-1.952964986	0.050823744	0.214888856
Rap2b	4572.260796	-0.152530116	0.075916053	-2.009194501	0.044516511	0.193123208
Armc9	2042.616299	0.593362	0.082543151	7.188506791	6.55E-13	1.67E-11
Nxt2	1238.196989	-0.611987332	0.092239981	-6.634729578	3.25E-11	7.18E-10
B830042I05Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4933402C06Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ccn4	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Adora3	37.97122543	-1.688760929	0.281217355	-6.005180338	1.91E-09	3.54E-08
Atg3	9419.961027	-0.350621972	0.069308936	-5.05882778	4.22E-07	5.93E-06
Rubcn	3381.772472	-0.224451803	0.083506472	-2.687837231	0.007191644	0.041946353
Firre	162.9772677	-0.578471676	0.179460234	-3.223397528	0.001266796	0.009258078
4930438E09Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mir703	1186.694475	0.110889326	0.091049525	1.217901202	0.223261519	0.675366096
Ddx3x	97742.38536	0.035542617	0.062122803	0.572134798	0.567230656	0.999630442
Gpr160	3.20957934	-0.136132494	0.231788587	-0.587313186	0.556993387	0.999630442
Gm6498	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm42457	17.12536151	-0.042465656	0.298272905	-0.142371819	0.886786321	0.999630442
1700006H21Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gatd3a	6051.415565	0.160749147	0.08045959	1.997886733	0.045728941	0.197514531
Fam149b	1222.213646	0.241466483	0.093473587	2.583258988	0.009787182	0.05464583
Psmd8	19832.53229	0.019347068	0.067326766	0.287360716	0.773836137	0.999630442
Casp4	2.357009275	-0.055748101	0.21060775	-0.26470109	0.791239738	0.999630442
9330132A10Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nrxn2	20.03832614	-0.393692071	0.29865738	-1.318206407	0.187434561	0.594633776
Gm12344	5.046781991	0.1034945	0.258468369	0.400414568	0.688851196	0.999630442
C330013E15Rik	114.4121938	0.010781882	0.201800604	0.053428394	0.957390583	0.999630442
2810025M15Rik	2110.864992	-0.074929367	0.088728948	-0.844474866	0.398404103	0.985741564
Nkrf	4472.107138	-0.05550321	0.074066675	-0.749368179	0.453635325	0.999630442
Zfp970	2.05372493	-0.060025292	0.199868825	-0.300323436	0.763930459	0.999630442
Gm13288	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm4217	5.448347581	0.047228706	0.262121031	0.180179003	0.857012042	0.999630442
Eif4a-ps4	121698.3754	0.064958054	0.069138017	0.939541764	0.34745266	0.906791702
Fam3b	3.881151099	-0.403843877	0.240849648	-1.676746805	0.093592004	0.34941378
Serpine3	1.855780715	-0.029674902	0.191626006	-0.154858429	0.876932927	0.999630442
Tfpt	1882.072318	-0.032266369	0.081315108	-0.396806574	0.691510103	0.999630442
Gm38215	4.03813546	-0.050517554	0.24617744	-0.205207893	0.837409703	0.999630442
2410012E07Rik	2.011519179	-0.055842759	0.198711417	-0.281024411	0.778691677	0.999630442
C86187	1.498133855	0.035364483	0.178938434	0.197634921	0.843330711	0.999630442
9230111E07Rik	12.06835239	-0.241477214	0.296894708	-0.813342939	0.416021465	0.999630442
Slc25a43	104.9411262	-0.308241732	0.207325968	-1.486749273	0.137081044	0.470673663
Mir7237	1.883188946	-0.030699389	0.189811539	-0.16173616	0.871513628	0.999630442
9330185C12Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
1500015L24Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Galnt3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Fgf18	1.86010398	-0.028344704	0.193915411	-0.146170457	0.883786827	0.999630442
Tax1bp1	12943.22252	-0.538705689	0.067491841	-7.981789859	1.44E-15	4.56E-14
Pmch	3.159839673	-0.019928673	0.231133922	-0.086221324	0.931290479	0.999630442
4933437G19Rik	10.51077923	-0.304675994	0.294217314	-1.035547466	0.300413311	0.82481026
Rnu3a	10.46967416	-0.057019827	0.291979201	-0.195287291	0.845168045	0.999630442
Ube2e2	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Llph-ps2	2178.396344	0.054467915	0.085122049	0.639880223	0.522250472	0.999630442
Tulp2	219.1912373	-1.024318903	0.158330751	-6.469488037	9.83E-11	2.10E-09
Gm25256	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Bcar1	25.31121479	-0.68478133	0.290698949	-2.35563745	0.018490955	0.093075233
Gm45630	1.881206856	-0.030320571	0.19437496	-0.155990106	0.87604082	0.999630442
Chdh	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Myl7	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm29595	1.371032183	-0.065353553	0.172165181	-0.379597966	0.704243871	0.999630442
Mir5621	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm12040	8.87113994	0.313912037	0.288632365	1.08758433	0.276778652	0.783185861
Gm38375	5.777481542	0.05084713	0.269781309	0.188475364	0.850504026	0.999630442
Gm6776	343.2963828	0.278571099	0.134295089	2.074320822	0.038049525	0.169528568
Med4	5263.69889	-0.046862851	0.075582628	-0.62002145	0.535243665	0.999630442
Asphd1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Stx16	3578.681799	0.109751523	0.078100432	1.40526141	0.159943559	0.528993318
Gm15915	3.380868854	-0.054167575	0.23525731	-0.230248211	0.817898901	0.999630442
Usp11	518.2093423	0.039021691	0.117142913	0.333111835	0.739049866	0.999630442
Apobec1	667.5064802	0.063439413	0.105202106	0.603024175	0.546492607	0.999630442
Gm17494	3.697876524	0.058230755	0.241328991	0.241292	0.809328811	0.999630442
Gm37571	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
4930505O20Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Chrnb4	1.542022115	-0.031204089	0.180675265	-0.172708138	0.862880847	0.999630442
Gm37973	2.324823832	-0.111259117	0.206650717	-0.538392115	0.590306369	0.999630442
Sfpq	54365.27392	0.097193065	0.076534058	1.269932193	0.204108784	0.631580041
9330182O14Rik	1.66125187	-0.120607076	0.185114468	-0.65152701	0.514706347	0.999630442
Prune2	4.172034855	0.287660055	0.244967651	1.174277719	0.240283805	0.712573429
Morn2	319.0931414	0.703251043	0.145857987	4.821477769	1.42E-06	1.83E-05
Tbc1d22a	3396.729202	-0.223268826	0.079670834	-2.802390975	0.005072536	0.031055057
Inpp1	358.1870759	-0.590266014	0.1322037	-4.464822192	8.01E-06	9.13E-05
Ttc36	4.90859775	-0.017544749	0.255028316	-0.068795299	0.94515256	0.999630442
Gm26621	80.66720948	0.155474171	0.2309429	0.673214767	0.500810668	0.999630442
Dbndd1	1.871032183	0.03025256	0.193307162	0.156499945	0.875638963	0.999630442
Galnt3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dync1li2	5369.4042	-0.362857357	0.069632579	-5.211028553	1.88E-07	2.76E-06
Ppp1r32	11.02234103	0.283850092	0.295195219	0.961567376	0.336266966	0.888445793
Nupr1l	45.94663486	0.20638364	0.260146221	0.793337066	0.427581467	0.999630442
Mcm9	1432.958504	0.200313799	0.09040413	2.215759395	0.026707985	0.126171865
Gm18833	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tap2	4986.314133	-0.213422204	0.075405375	-2.830331434	0.004649981	0.028860708
Zfhx2os	1.525542086	0.031765795	0.180069192	0.176408828	0.859972769	0.999630442
Gm19434	1.364726827	-0.065862077	0.172704197	-0.381357707	0.702937839	0.999630442
Gm13841	1191.488215	0.085573561	0.096079146	0.890656966	0.373113228	0.948082078
Gatd1	3195.387343	0.023206212	0.080682599	0.28762351	0.773634947	0.999630442
A730049H05Rik	1.331467189	0.0039487	0.171695514	0.02299827	0.981651653	0.999630442
Mysm1	3173.850836	0.007604442	0.074056621	0.102684157	0.918213648	0.999630442
Ripor2	2958.73883	-1.513001217	0.075398994	-20.06659674	1.45E-89	6.62E-87
Gm33940	2.375355448	0.119120862	0.209764872	0.567878025	0.570117794	0.999630442
Golt1b	14101.81911	-0.10871937	0.066553257	-1.633569481	0.10234928	0.374615141
Ankra2	2105.883267	-0.364979227	0.078331739	-4.659404137	3.17E-06	3.88E-05
1700040D17Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm13657	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Abca3	10400.94761	0.103561545	0.069588698	1.488194895	0.136699503	0.469508973
Rc3h2	3520.944779	0.111871221	0.080577849	1.388361961	0.165026853	0.541910813
Cep112	14.41906966	0.28180539	0.298831287	0.943025053	0.345668089	0.90388153
Slx4ip	1242.459044	-0.140312983	0.090283731	-1.554133636	0.120152543	0.423489014
Mmachc	5545.149726	0.220921567	0.076828299	2.875523351	0.004033583	0.025491371
Ptch1	9605.865452	0.244255016	0.069756443	3.501540605	0.000462576	0.003749135
Slc13a2	1.358421472	-0.063827778	0.171806457	-0.371509774	0.710257878	0.999630442
Cep164	1681.130756	0.493185016	0.098062646	5.029285201	4.92E-07	6.84E-06
Hdx	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Kbtbd8	9430.048487	0.139169226	0.067103139	2.073959977	0.038083028	0.169631158
Mthfd1l	19791.86226	0.109004146	0.070673769	1.542356473	0.122986993	0.431758907
Vma21	7717.023419	-0.142202935	0.071527436	-1.988089356	0.046801808	0.201166218
Gm15998	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Dact1	2.870694181	-0.087900883	0.222091419	-0.395786941	0.692262212	0.999630442
Gm6397	49.29974992	-0.027140591	0.256126768	-0.105965462	0.915609755	0.999630442
Ciao1	4707.419373	0.218399707	0.081406379	2.682832848	0.007300147	0.042453721
Fcnaos	7.311786105	-0.103994771	0.280200358	-0.37114432	0.710530042	0.999630442
Gm27326	51.41775094	0.498783869	0.253505841	1.967543894	0.049120541	0.208788751
Cox20	4400.374068	0.446122925	0.076968731	5.796157972	6.79E-09	1.18E-07
Psmd8	19832.53229	0.019347068	0.067326766	0.287360716	0.773836137	0.999630442
Gm9988	8.245917547	0.037174867	0.285731509	0.130104193	0.896483993	0.999630442
1700039M15Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Slk	6117.494952	-0.274089854	0.083826654	-3.269721991	0.001076532	0.007997453
Dppa2	2.633959584	-0.164536589	0.217339619	-0.757048299	0.449020926	0.999630442
1700060J05Rik	2.679414406	-0.050008758	0.219310989	-0.228026685	0.819625495	0.999630442
Ccnyl1	656.3787071	0.208329232	0.109609265	1.900653488	0.057347415	0.236850085
Gm23094	1.192208753	-0.033004048	0.164169531	-0.201036378	0.840670129	0.999630442
C630043F03Rik	176.4780409	-0.643677781	0.171400503	-3.755401936	0.000173064	0.001549538
1700001L05Rik	5.675344115	-0.221105277	0.265603014	-0.832465241	0.40514639	0.996247536
Nceh1	1267.507312	-0.387179378	0.096441197	-4.014667898	5.95E-05	0.000579746
Sirt7	3373.081924	0.025213465	0.079614875	0.316692894	0.751476641	0.999630442
Gm4262	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ralgds	754.2882889	0.07397588	0.109743006	0.674082864	0.500258633	0.999630442
Lmntd2	3.053840876	-0.113443897	0.227472912	-0.498713872	0.617980971	0.999630442
Klrk1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm7831	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Supt20	7214.988257	0.05480392	0.072610259	0.754768277	0.450388031	0.999630442
Capsl	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Mab21l4	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ugt1a7c	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
Gm11598	34.03408534	0.032477407	0.279328974	0.116269381	0.907439051	0.999630442
1600002K03Rik	898.8731362	0.39560036	0.097596015	4.053447884	5.05E-05	0.00050043
Zfp808	6905.467973	0.41960361	0.073181556	5.733734504	9.82E-09	1.67E-07
Thegl	42.86175379	0.99872928	0.276490667	3.612162722	0.000303654	0.002580545
Gm44508	3.061558428	0.04914384	0.223292377	0.220087408	0.825803082	0.999630442
Gm6524	1.988733795	0.005183769	0.197582112	0.026236026	0.979069081	0.999630442
Nmrk1	3126.528838	-0.388653506	0.073210887	-5.30868458	1.10E-07	1.68E-06
Gm23103	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Rps11-ps4	8.183408817	0.429755504	0.285063756	1.507576796	0.131662875	0.456284258
RP23-312B17.1	1.522447381	-0.094601129	0.179354039	-0.527454689	0.597877874	0.999630442
Soat1	7.915987135	-0.461063607	0.28357814	-1.625878518	0.103975501	0.379076115
Abca3	10400.94761	0.103561545	0.069588698	1.488194895	0.136699503	0.469508973
Rbm14	5790.611692	0.080953601	0.07969605	1.015779335	0.309734479	0.841218513
Pp2d1	1.357347277	0.068673571	0.172537439	0.398021275	0.690614503	0.999630442
4631405J19Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Pcdhga1	1.35887542	0.000261125	0.171815233	0.001519803	0.998787373	0.999630442
Ttc8	36.38959077	-0.218226137	0.27350233	-0.797894983	0.424931435	0.999630442
Etohd2	33.29625523	-0.007093407	0.279191591	-0.025406952	0.979730366	0.999630442
Ly6a2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4930518I15Rik	8.026643212	0.145142327	0.283943167	0.511166824	0.609234247	0.999630442
Gm43141	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Hcn3	75.26989997	0.150806635	0.229136704	0.658151367	0.510440872	0.999630442
Cep57l1	2098.901013	-0.149232432	0.07958874	-1.875044537	0.060786597	0.247946557
Kbtbd8os	10.01890832	-0.089430498	0.29285895	-0.305370547	0.760083951	0.999630442
Impa2	2961.778857	-0.102658906	0.085084046	-1.206558818	0.227602094	0.684621122
Cyp2c23	1.834223892	-0.089295422	0.192345227	-0.464245581	0.642471808	0.999630442
Gm44995	1.68128055	0.004519812	0.186406978	0.024247012	0.980655579	0.999630442
Gm11453	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Gm20091	1.524013944	0.098644291	0.179368939	0.549951914	0.582352356	0.999630442
Spry2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Tbx4	18.31083672	-0.975528142	0.298349506	-3.269749476	0.001076428	0.007997453
Gm11703	68.45297772	0.175253028	0.234031536	0.748843645	0.45395145	0.999630442
Sys1	3080.372998	0.057953263	0.079561028	0.728412695	0.466360994	0.999630442
Cyp7a1	1.164800522	-0.029296627	0.163064765	-0.179662524	0.857417516	0.999630442
Lbx1	1.18005199	0.035011212	0.163768964	0.213784171	0.830715369	0.999630442
Gm15760	16.84640314	0.140657156	0.298795413	0.470747374	0.63782115	0.999630442
Gm44552	1.893817566	-0.028846127	0.190826269	-0.151164341	0.879846079	0.999630442
Phgdh	28065.39629	-0.016544948	0.062879524	-0.263121394	0.792457015	0.999630442
Tbpl1	11077.5744	0.41338408	0.067314871	6.141051358	8.20E-10	1.59E-08
Adgrg3	9.282104836	-0.410134749	0.289659423	-1.415920614	0.156798749	0.521145569
Phldb2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Uimc1	4875.246647	0.291494927	0.075557778	3.857907614	0.000114362	0.001058301
Slc22a13b	7.428131276	0.315736078	0.278980359	1.131750202	0.257739469	0.746981456
Trpc1	1.343623952	-0.062998142	0.171899572	-0.366482251	0.714005254	0.999630442
Ccdc86	6726.287409	-0.054004073	0.074921099	-0.720812609	0.471024816	0.999630442
Anxa10	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Snrnp48	2560.383486	0.243751871	0.078047106	3.123137864	0.001789339	0.012530747
Noc3l	23562.47723	0.241135483	0.06937807	3.475672991	0.000509573	0.00409254
4930480K15Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Cmpk2	542.0984819	1.58916027	0.123885493	12.82765419	1.15E-37	1.10E-35
Gm33366	6.034403171	-0.134359878	0.270274782	-0.497123252	0.619102139	0.999630442
Ankrd24	476.0783743	-0.277572505	0.127369181	-2.179275265	0.029311226	0.136162904
Jmjd1c	6060.331144	-0.164001138	0.082360885	-1.991250317	0.046453375	0.200037261
Smim11	4393.559697	0.154725491	0.079279809	1.951638051	0.050981192	0.21544803
Gm16380	257.9269412	-0.033769374	0.149182443	-0.226362925	0.820919161	0.999630442
Gm8423	1.503985263	-0.028909078	0.179344241	-0.161193233	0.87194121	0.999630442
Trim26	1233.292431	-0.12015147	0.09151857	-1.312864365	0.189228656	0.598921732
Olfr1251	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Hspa1l	3.352386428	0.061801475	0.23502912	0.262952415	0.792587256	0.999630442
1700121C08Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Abca3	10400.94761	0.103561545	0.069588698	1.488194895	0.136699503	0.469508973
Gm11197	1.185903398	-0.032194404	0.163968272	-0.196345324	0.844339888	0.999630442
Gm4869	1.371032183	-0.065353553	0.172165181	-0.379597966	0.704243871	0.999630442
Shc1	17388.87607	0.167344682	0.069604131	2.404234906	0.016206356	0.083849422
Gm5778	49.68483854	0.023585149	0.254266392	0.092757635	0.926096108	0.999630442
Bbs7	340.5878343	1.415197445	0.136833805	10.34245478	4.53E-25	2.43E-23
Gm14227	2.846380655	0.028946861	0.222633027	0.130020514	0.896550196	0.999630442
5330411O13Rik	1.697606213	-0.059742612	0.184712154	-0.323436278	0.746364859	0.999630442
Gm29506	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Got2	24022.76854	0.176643958	0.074958565	2.356554682	0.018445352	0.092904018
Gm43173	12.94280535	0.06382311	0.297911173	0.21423537	0.830363515	0.999630442
Fmod	1.342095809	0.005257215	0.171357084	0.030679883	0.975524834	0.999630442
Zfp951	199.5399949	0.125594019	0.16132794	0.778501349	0.436273512	0.999630442
Gm37755	3.384417506	0.108406302	0.234912938	0.461474379	0.644458299	0.999630442
Gm3511	672.9078564	0.187077354	0.110026911	1.700287258	0.089076906	0.33578263
Actn2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Nat8f4	32.50374868	0.175039223	0.279126108	0.627097281	0.53059547	0.999630442
1500015A07Rik	280.2023556	-0.145640331	0.144695366	-1.00653072	0.314160342	0.849014021
Zfp943	797.8311663	0.264495736	0.103911669	2.545390137	0.010915571	0.059839492
Fbxl19	4972.807952	0.016194994	0.073145877	0.22140679	0.824775706	0.999630442
Sync	6.885290728	-0.14966622	0.276468306	-0.541350371	0.588266108	0.999630442
Gm14056	40.2995001	0.116273373	0.273238433	0.425538136	0.670444427	0.999630442
Krt18	22.92600015	-0.551188919	0.293533857	-1.877769483	0.060412707	0.24687464
Gm37979	17.1547432	0.34940979	0.298286043	1.171391684	0.241441373	0.714789105
Tmcc3	469.7087643	2.428578586	0.139856829	17.3647479	1.53E-67	4.03E-65
Pcdhga3	1.19068061	0.036415387	0.16416641	0.221819963	0.824454038	0.999630442
Gm37598	1.660177675	0.00785902	0.184121424	0.042683895	0.965953517	0.999630442
Sytl3	1.881660803	0.031610356	0.193718164	0.163177037	0.870379045	0.999630442
Gm6773	1.18005199	0.034965854	0.163636426	0.213680135	0.830796504	0.999630442
Hepacam2	2.824978197	-0.016730665	0.221601011	-0.075499045	0.939817657	0.999630442
Rpl19-ps11	44674.67683	0.06927146	0.066247477	1.04564676	0.295724152	0.816743749
Rchy1	5825.639191	0.089723024	0.069736933	1.286592624	0.198236316	0.618632357
BC023719	1.513385323	0.09731772	0.17905744	0.543500006	0.586785587	0.999630442
Bcas3os1	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
4921513I08Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Mpzl3	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm15772	36410.92836	0.184011215	0.070962366	2.593081726	0.009512016	0.053287234
Lmf2	4618.054837	0.154735079	0.078356388	1.97476024	0.048295363	0.205998113
Gm11775	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm21188	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Cpsf1	12047.24672	0.016441807	0.069066269	0.238058427	0.811835779	0.999630442
3222401L13Rik	2.065881693	-0.12245567	0.199398925	-0.614124025	0.539133373	0.999630442
Gm37178	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Iglc2	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm43071	31.7003929	0.209065275	0.285335506	0.732699822	0.463741532	0.999630442
4930455G09Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Ovol2	1.35887542	0.000240415	0.172818926	0.001391138	0.998890033	0.999630442
Pa2g4	84139.72755	-0.149373726	0.065477064	-2.281313739	0.022529888	0.109727871
Gm5883	7.591098912	-0.106625095	0.282005638	-0.378095615	0.705359566	0.999630442
1700041M05Rik	1.013385323	0.001749268	0.154708419	0.011306869	0.990978616	0.999630442
Gm8644	2.302192813	-0.045544903	0.207159617	-0.219854156	0.825984741	0.999630442
